0,10,28000
1,10,3500
2,10,7000
3,10,21000
4,10,14000
5,10,35000
6,10,0
7,10,0
8,10,0
9,10,0
10,10,0
11,10,35000
12,10,0
13,10,7000
14,10,0
15,10,21000
16,10,14000
17,10,21000
18,10,0
19,10,0
20,10,14000
21,10,0
22,10,0
23,10,28000
24,10,3500
25,10,14000
26,10,14000
27,10,21000
28,10,3500
29,10,14000
30,10,0
31,10,21000
32,10,0
33,10,0
34,10,0
35,10,7000
36,10,3500
37,10,14000
38,10,7000
39,10,3500
40,10,7000
41,10,0
42,10,21000
43,10,0
44,10,0
45,10,21000
46,10,28000
47,10,28000
48,10,14000
49,10,0
50,10,14000
51,10,7000
52,10,7000
53,10,14000
54,10,35000
55,10,35000
56,10,7000
57,10,35000
58,10,21000
59,10,0
60,10,0
61,10,7000
62,10,35000
63,10,0
64,10,0
65,10,0
66,10,35000
67,10,28000
68,10,28000
69,10,14000
70,10,21000
71,10,21000
72,10,0
73,10,14000
74,10,21000
75,10,21000
76,10,0
77,10,0
78,10,35000
79,10,21000
80,10,7000
81,10,21000
82,10,7000
83,10,35000
84,10,3500
85,10,21000
86,10,0
87,10,21000
88,10,7000
89,10,0
90,10,0
91,10,21000
92,10,0
93,10,3500
94,10,35000
95,10,21000
96,10,35000
97,10,0
98,10,0
99,10,3500
100,10,7000
101,10,35000
102,10,21000
103,10,14000
104,10,35000
105,10,0
106,10,35000
107,10,14000
108,10,28000
109,10,7000
110,10,21000
111,10,35000
112,10,7000
113,10,28000
114,10,0
115,10,35000
116,10,28000
117,10,0
118,10,7000
119,10,14000
120,10,3500
121,10,21000
122,10,0
123,10,0
124,10,0
125,10,21000
126,10,35000
127,10,21000
128,10,21000
129,10,28000
130,10,21000
131,10,35000
132,10,7000
133,10,7000
134,10,21000
135,10,14000
136,10,14000
137,10,14000
138,10,28000
139,10,14000
140,10,35000
141,10,14000
142,10,35000
143,10,21000
144,10,35000
145,10,7000
146,10,21000
147,10,0
148,10,21000
149,10,7000
150,10,0
151,10,14000
152,10,14000
153,10,0
154,10,0
155,10,14000
156,10,3500
157,10,0
158,10,3500
159,10,0
160,10,0
161,10,21000
162,10,35000
163,10,0
164,10,35000
165,10,0
166,10,14000
167,10,21000
168,10,7000
169,10,28000
170,10,7000
171,10,35000
172,10,0
173,10,0
174,10,3500
175,10,0
176,10,0
177,10,3500
178,10,0
179,10,7000
180,10,0
181,10,0
182,10,21000
183,10,0
184,10,14000
185,10,0
186,10,0
187,10,14000
188,10,0
189,10,28000
190,10,28000
191,10,3500
192,10,7000
193,10,21000
194,10,7000
195,10,14000
196,10,21000
197,10,28000
198,10,14000
199,10,21000
200,10,0
201,10,0
202,10,21000
203,10,0
204,10,28000
205,10,0
206,10,3500
207,10,28000
208,10,3500
209,10,28000
210,10,14000
211,10,0
212,10,28000
213,10,0
214,10,0
215,10,0
216,10,7000
